"state","county","sex","total_arc_mean","total_arc_lb","total_arc_ub","daily_arc_mean","daily_arc_lb","daily_arc_ub"
"Arizona","Navajo County","Males",-0.72,-1.89,0.43,-1.8,-3.24,-0.45
"Arizona","Navajo County","Females",-1.08,-2.51,0.43,-2.23,-3.92,-0.56
"Arizona","Navajo County","Both",-0.88,-2.16,0.42,-1.99,-3.51,-0.52
"Arizona","Pima County","Males",-0.99,-1.99,0.03,-2.52,-3.65,-1.37
"Arizona","Pima County","Females",-0.62,-1.69,0.48,-2.03,-3.3,-0.82
"Arizona","Pima County","Both",-0.82,-1.85,0.24,-2.29,-3.46,-1.14
"Arizona","Pinal County","Males",-1.38,-2.39,-0.17,-2.72,-3.92,-1.4
"Arizona","Pinal County","Females",-0.34,-1.59,1.11,-1.46,-2.95,0.14
"Arizona","Pinal County","Both",-0.91,-2.02,0.41,-2.14,-3.46,-0.72
"Arizona","Santa Cruz County","Males",-0.89,-2.32,0.64,-2.7,-4.35,-1
"Arizona","Santa Cruz County","Females",-0.87,-2.91,1.14,-1.51,-3.75,0.95
"Arizona","Santa Cruz County","Both",-0.88,-2.55,0.81,-2.23,-4.06,-0.3
"Arizona","Yavapai County","Males",-0.52,-1.69,0.63,-2.13,-3.45,-0.82
"Arizona","Yavapai County","Females",-0.59,-1.97,0.8,-2.36,-4.01,-0.74
"Arizona","Yavapai County","Both",-0.55,-1.82,0.7,-2.24,-3.67,-0.79
"Arizona","Yuma County","Males",-0.81,-2.15,0.44,-3.1,-4.47,-1.64
"Arizona","Yuma County","Females",-1.8,-3.42,-0.15,-2.64,-4.48,-0.74
"Arizona","Yuma County","Both",-1.22,-2.67,0.2,-2.91,-4.47,-1.33
"Arkansas","","Males",-0.81,-1.04,-0.57,-1.92,-2.15,-1.66
"Arkansas","","Females",-0.55,-0.82,-0.28,-1.49,-1.78,-1.2
"Arkansas","","Both",-0.69,-0.94,-0.44,-1.72,-1.97,-1.45
"Arkansas","Arkansas County","Males",-0.58,-1.82,0.58,-1.53,-2.97,-0.3
"Arkansas","Arkansas County","Females",-0.25,-1.96,1.35,-0.86,-2.74,0.88
"Arkansas","Arkansas County","Both",-0.43,-1.88,0.93,-1.21,-2.82,0.23
"Arkansas","Ashley County","Males",-0.7,-1.92,0.54,-1.61,-3.1,-0.3
"Arkansas","Ashley County","Females",-0.43,-2.15,1.28,-1.19,-3.18,0.68
"Arkansas","Ashley County","Both",-0.58,-2.03,0.86,-1.42,-3.13,0.05
"Arkansas","Baxter County","Males",-0.87,-2.13,0.34,-2.06,-3.5,-0.59
"Arkansas","Baxter County","Females",-1.03,-2.59,0.48,-1.78,-3.53,0.1
"Arkansas","Baxter County","Both",-0.95,-2.33,0.41,-1.92,-3.49,-0.28
"Arkansas","Benton County","Males",-2.32,-3.42,-1.06,-3.38,-4.49,-2.02
"Arkansas","Benton County","Females",-1.37,-2.64,0.12,-2.16,-3.52,-0.52
"Arkansas","Benton County","Both",-1.87,-3.05,-0.54,-2.81,-4.07,-1.36
"Arkansas","Boone County","Males",-0.5,-1.77,0.77,-1.07,-2.42,0.29
"Arkansas","Boone County","Females",-0.75,-2.45,0.92,-1.41,-3.24,0.51
"Arkansas","Boone County","Both",-0.62,-2.09,0.85,-1.23,-2.81,0.38
"Arkansas","Bradley County","Males",-0.33,-1.59,0.96,-1.23,-2.71,0.2
"Arkansas","Bradley County","Females",-0.56,-2.39,1.29,-1.21,-3.26,0.83
"Arkansas","Bradley County","Both",-0.43,-1.95,1.15,-1.22,-2.97,0.48
"Arkansas","Calhoun County","Males",-0.08,-1.38,1.18,-0.82,-2.3,0.63
"Arkansas","Calhoun County","Females",0.22,-1.6,2.07,-0.34,-2.53,1.67
"Arkansas","Calhoun County","Both",0.05,-1.46,1.59,-0.59,-2.38,1.04
"Arkansas","Carroll County","Males",-1.01,-2.26,0.33,-1.9,-3.29,-0.46
"Arkansas","Carroll County","Females",-1.52,-3.15,0.28,-2.27,-4.13,-0.19
"Arkansas","Carroll County","Both",-1.25,-2.66,0.31,-2.08,-3.63,-0.34
"Arkansas","Chicot County","Males",-0.18,-1.44,1.09,-1.39,-2.81,0.02
"Arkansas","Chicot County","Females",-0.48,-2.34,1.43,-1.64,-3.86,0.48
"Arkansas","Chicot County","Both",-0.3,-1.8,1.23,-1.49,-3.2,0.17
"Arkansas","Clark County","Males",-0.18,-1.5,1.22,-1.19,-2.7,0.34
"Arkansas","Clark County","Females",-0.07,-1.87,1.91,-0.87,-2.96,1.31
"Arkansas","Clark County","Both",-0.13,-1.67,1.52,-1.05,-2.8,0.7
"Arkansas","Clay County","Males",-0.39,-1.59,0.82,-1.23,-2.51,0.16
"Arkansas","Clay County","Females",-0.62,-2.27,1.02,-1.42,-3.1,0.53
"Arkansas","Clay County","Both",-0.5,-1.93,0.91,-1.32,-2.82,0.33
"Arkansas","Cleburne County","Males",-0.37,-1.61,0.95,-1.31,-2.8,0.09
"Arkansas","Cleburne County","Females",-0.44,-2.16,1.39,-1.38,-3.36,0.64
"Arkansas","Cleburne County","Both",-0.4,-1.89,1.17,-1.34,-3.06,0.34
"Arkansas","Cleveland County","Males",-0.69,-1.9,0.59,-1.68,-3.04,-0.19
"Arkansas","Cleveland County","Females",-0.06,-1.78,1.79,-1.1,-3.09,1.16
"Arkansas","Cleveland County","Both",-0.39,-1.84,1.16,-1.41,-2.99,0.37
"Arkansas","Columbia County","Males",-0.7,-1.99,0.63,-1.47,-2.96,0
"Arkansas","Columbia County","Females",-0.19,-1.88,1.66,-0.97,-2.98,1.01
"Arkansas","Columbia County","Both",-0.47,-1.94,1.07,-1.24,-2.99,0.44
"Arkansas","Conway County","Males",-0.14,-1.31,1.07,-1.23,-2.6,0.25
"Arkansas","Conway County","Females",-0.63,-2.23,1.02,-0.95,-2.79,1.04
"Arkansas","Conway County","Both",-0.37,-1.73,1.04,-1.1,-2.68,0.61
"Arkansas","Craighead County","Males",-0.78,-1.96,0.4,-1.97,-3.29,-0.76
"Arkansas","Craighead County","Females",-1.03,-2.51,0.49,-1.39,-3.07,0.22
"Arkansas","Craighead County","Both",-0.89,-2.21,0.47,-1.71,-3.19,-0.35
"Arkansas","Crawford County","Males",-0.88,-2.09,0.3,-1.9,-3.23,-0.61
"Arkansas","Crawford County","Females",0.12,-1.4,1.55,-0.9,-2.57,0.68
"Arkansas","Crawford County","Both",-0.39,-1.76,0.91,-1.41,-2.9,0.01
"Arkansas","Crittenden County","Males",-0.55,-1.67,0.68,-2.01,-3.49,-0.66
"Arkansas","Crittenden County","Females",-0.74,-2.26,0.91,-1.75,-3.7,0.09
"Arkansas","Crittenden County","Both",-0.63,-1.93,0.79,-1.89,-3.56,-0.37
"Arkansas","Cross County","Males",-0.56,-1.82,0.72,-1.57,-3.02,-0.13
"Arkansas","Cross County","Females",-0.3,-2.02,1.47,-1.54,-3.48,0.37
"Arkansas","Cross County","Both",-0.44,-1.91,1.04,-1.56,-3.25,0.1
"Arkansas","Dallas County","Males",0.33,-0.76,1.49,-0.6,-1.92,0.8
"Arkansas","Dallas County","Females",0.05,-1.66,1.82,-0.74,-2.75,1.45
"Arkansas","Dallas County","Both",0.21,-1.18,1.64,-0.66,-2.3,1.05
"Arkansas","Desha County","Males",-0.29,-1.57,1.05,-1.37,-2.78,0.07
"Arkansas","Desha County","Females",-0.25,-2.05,1.7,-1.08,-3.09,0.98
"Arkansas","Desha County","Both",-0.27,-1.76,1.34,-1.24,-2.94,0.46
"Arkansas","Drew County","Males",-0.86,-2.11,0.44,-1.87,-3.35,-0.29
"Arkansas","Drew County","Females",-0.13,-1.89,1.71,-1.18,-3.18,0.96
"Arkansas","Drew County","Both",-0.53,-2.01,1,-1.55,-3.21,0.3
"Arkansas","Faulkner County","Males",-0.2,-1.46,1.08,-1.54,-2.95,-0.18
"Arkansas","Faulkner County","Females",-0.44,-2.12,1.26,-1.14,-3,0.78
"Arkansas","Faulkner County","Both",-0.31,-1.75,1.16,-1.36,-2.98,0.23
"Arkansas","Franklin County","Males",-0.47,-1.81,0.79,-1.29,-2.81,0.14
"Arkansas","Franklin County","Females",-0.22,-1.91,1.55,-0.8,-2.73,1.15
"Arkansas","Franklin County","Both",-0.34,-1.85,1.16,-1.05,-2.75,0.6
"Arkansas","Fulton County","Males",-0.53,-1.93,0.73,-1.41,-2.94,0.11
"Arkansas","Fulton County","Females",-0.49,-2.39,1.18,-1.31,-3.51,0.79
"Arkansas","Fulton County","Both",-0.51,-2.16,0.95,-1.36,-3.23,0.44
"Arkansas","Garland County","Males",-0.25,-1.36,0.98,-0.96,-2.25,0.33
"Arkansas","Garland County","Females",-0.34,-1.74,1.18,-1.29,-2.85,0.45
"Arkansas","Garland County","Both",-0.3,-1.53,1.06,-1.11,-2.52,0.4
"Arkansas","Grant County","Males",-0.77,-2.06,0.42,-1.84,-3.23,-0.39
"Arkansas","Grant County","Females",-0.51,-2.24,1.04,-1.76,-3.63,0.16
"Arkansas","Grant County","Both",-0.64,-2.11,0.72,-1.8,-3.4,-0.12
"Arkansas","Greene County","Males",-0.79,-2.06,0.4,-1.62,-3.07,-0.39
"Arkansas","Greene County","Females",-0.39,-2.1,1.22,-0.55,-2.38,1.17
"Arkansas","Greene County","Both",-0.6,-2.08,0.78,-1.12,-2.74,0.26
"Arkansas","Hempstead County","Males",-1.07,-2.26,0.12,-2.3,-3.65,-0.87
"Arkansas","Hempstead County","Females",-0.67,-2.31,1.08,-1.44,-3.28,0.59
"Arkansas","Hempstead County","Both",-0.89,-2.27,0.53,-1.9,-3.44,-0.26
"Arkansas","Hot Spring County","Males",0.19,-1.02,1.41,-0.48,-1.77,0.78
"Arkansas","Hot Spring County","Females",0.28,-1.32,1.86,-0.68,-2.4,1.02
"Arkansas","Hot Spring County","Both",0.23,-1.15,1.64,-0.57,-2.05,0.84
"Arkansas","Howard County","Males",-0.32,-1.59,0.84,-1.57,-2.97,-0.13
"Arkansas","Howard County","Females",-0.35,-2.08,1.28,-1.11,-2.99,0.88
"Arkansas","Howard County","Both",-0.33,-1.84,1.05,-1.35,-2.92,0.31
"Arkansas","Independence County","Males",-0.66,-1.95,0.63,-1.63,-3.11,-0.27
"Arkansas","Independence County","Females",-0.38,-2.07,1.28,-1.3,-3.28,0.61
"Arkansas","Independence County","Both",-0.52,-1.99,0.92,-1.47,-3.17,0.12
"Arkansas","Izard County","Males",-0.39,-1.71,0.91,-1.39,-2.87,0.14
"Arkansas","Izard County","Females",-0.29,-2.05,1.39,-0.97,-2.81,1
"Arkansas","Izard County","Both",-0.35,-1.88,1.12,-1.19,-2.83,0.53
"Arkansas","Jackson County","Males",-0.06,-1.38,1.11,-1.11,-2.53,0.25
"Arkansas","Jackson County","Females",0.26,-1.6,1.86,-0.67,-2.65,1.14
"Arkansas","Jackson County","Both",0.09,-1.49,1.47,-0.9,-2.57,0.63
"Arkansas","Jefferson County","Males",-0.05,-1.18,1.09,-1.7,-3.03,-0.3
"Arkansas","Jefferson County","Females",-0.21,-1.69,1.33,-1.91,-3.69,-0.14
"Arkansas","Jefferson County","Both",-0.12,-1.39,1.19,-1.79,-3.28,-0.25
"Arkansas","Johnson County","Males",-1,-2.28,0.26,-1.87,-3.27,-0.48
"Arkansas","Johnson County","Females",-1.31,-3.03,0.37,-1.88,-3.68,0.13
"Arkansas","Johnson County","Both",-1.15,-2.65,0.28,-1.88,-3.44,-0.2
"Arkansas","Lafayette County","Males",-0.25,-1.48,0.91,-1.15,-2.6,0.23
"Arkansas","Lafayette County","Females",-0.29,-2.09,1.44,-1.22,-3.36,0.79
"Arkansas","Lafayette County","Both",-0.27,-1.75,1.14,-1.18,-2.92,0.44
"Arkansas","Lawrence County","Males",-0.57,-1.73,0.7,-1.64,-2.95,-0.33
"Arkansas","Lawrence County","Females",-0.41,-2,1.35,-1.06,-2.82,0.73
"Arkansas","Lawrence County","Both",-0.49,-1.86,1,-1.36,-2.89,0.17
"Arkansas","Lee County","Males",0.45,-0.79,1.68,-0.6,-2.12,0.77
"Arkansas","Lee County","Females",-0.14,-2.04,1.71,-1.05,-3.35,1.02
"Arkansas","Lee County","Both",0.2,-1.29,1.69,-0.79,-2.67,0.86
"Arkansas","Lincoln County","Males",0.43,-0.82,1.68,-0.67,-2.14,0.67
"Arkansas","Lincoln County","Females",0.41,-1.4,2.18,-0.65,-2.72,1.36
"Arkansas","Lincoln County","Both",0.42,-1.08,1.9,-0.66,-2.34,0.95
"Arkansas","Little River County","Males",-0.43,-1.71,0.87,-1.44,-2.85,-0.01
"Arkansas","Little River County","Females",-0.13,-1.93,1.73,-1.04,-3.08,0.97
"Arkansas","Little River County","Both",-0.29,-1.8,1.25,-1.26,-2.97,0.45
"Arkansas","Logan County","Males",-0.67,-1.92,0.43,-1.49,-2.86,-0.19
"Arkansas","Logan County","Females",-0.63,-2.3,0.8,-1.06,-2.93,0.74
"Arkansas","Logan County","Both",-0.65,-2.1,0.62,-1.28,-2.9,0.28
"Arkansas","Lonoke County","Males",-0.75,-2.03,0.5,-1.77,-3.24,-0.43
"Arkansas","Lonoke County","Females",-0.86,-2.52,0.76,-1.83,-3.82,-0.06
"Arkansas","Lonoke County","Both",-0.8,-2.26,0.62,-1.8,-3.47,-0.26
"Arkansas","Madison County","Males",-0.59,-1.86,0.63,-1.35,-2.78,0.01
"Arkansas","Madison County","Females",-0.41,-2.05,1.25,-1.23,-3.15,0.56
"Arkansas","Madison County","Both",-0.5,-1.97,0.91,-1.29,-2.94,0.25
"Arkansas","Marion County","Males",-0.48,-1.73,0.85,-1.25,-2.6,0.13
"Arkansas","Marion County","Females",-0.94,-2.57,0.79,-1.98,-3.68,-0.14
"Arkansas","Marion County","Both",-0.71,-2.14,0.83,-1.61,-3.1,-0.02
"Arkansas","Miller County","Males",-0.1,-1.29,1.08,-1.04,-2.38,0.24
"Arkansas","Miller County","Females",-0.08,-1.61,1.54,-0.91,-2.67,0.99
"Arkansas","Miller County","Both",-0.09,-1.44,1.29,-0.98,-2.47,0.55
"Arkansas","Mississippi County","Males",-0.22,-1.38,0.94,-1.45,-2.78,-0.16
"Arkansas","Mississippi County","Females",-0.89,-2.43,0.7,-1.69,-3.48,0.16
"Arkansas","Mississippi County","Both",-0.53,-1.87,0.84,-1.56,-3.06,-0.07
"Arkansas","Monroe County","Males",-0.11,-1.48,1.15,-1.12,-2.64,0.34
"Arkansas","Monroe County","Females",-0.48,-2.55,1.43,-1.51,-3.58,0.59
"Arkansas","Monroe County","Both",-0.27,-1.93,1.26,-1.29,-3.01,0.39
"Arkansas","Montgomery County","Males",-0.64,-1.84,0.67,-1.56,-3.02,-0.03
"Arkansas","Montgomery County","Females",-0.3,-1.96,1.49,-1.06,-2.99,0.97
"Arkansas","Montgomery County","Both",-0.48,-1.9,1.07,-1.32,-3.02,0.4
"Arkansas","Nevada County","Males",-0.57,-1.81,0.67,-1.47,-2.95,0.05
"Arkansas","Nevada County","Females",0.11,-1.7,1.92,-0.52,-2.57,1.61
"Arkansas","Nevada County","Both",-0.27,-1.75,1.22,-1.05,-2.72,0.7
"Arkansas","Newton County","Males",-0.84,-2.23,0.52,-1.61,-3.08,-0.17
"Arkansas","Newton County","Females",-0.74,-2.63,1.08,-1.51,-3.49,0.57
"Arkansas","Newton County","Both",-0.79,-2.41,0.78,-1.57,-3.25,0.17
"Arkansas","Ouachita County","Males",-0.28,-1.51,0.98,-1.15,-2.55,0.21
"Arkansas","Ouachita County","Females",0,-1.72,1.76,-0.51,-2.44,1.44
"Arkansas","Ouachita County","Both",-0.16,-1.58,1.31,-0.86,-2.46,0.7
"Arkansas","Perry County","Males",-0.36,-1.59,1.01,-1.35,-2.73,0.08
"Arkansas","Perry County","Females",0.59,-1.14,2.48,-0.06,-1.97,2.03
"Arkansas","Perry County","Both",0.09,-1.34,1.73,-0.74,-2.36,0.91
"Arkansas","Phillips County","Males",0.35,-0.95,1.57,-0.8,-2.38,0.62
"Arkansas","Phillips County","Females",-0.56,-2.37,1.2,-1.65,-3.8,0.36
"Arkansas","Phillips County","Both",-0.03,-1.55,1.41,-1.17,-2.98,0.5
"Arkansas","Pike County","Males",-0.63,-1.76,0.69,-1.74,-3.2,-0.15
"Arkansas","Pike County","Females",-0.31,-1.92,1.64,-0.74,-2.59,1.41
"Arkansas","Pike County","Both",-0.48,-1.82,1.12,-1.27,-2.87,0.51
"Arkansas","Poinsett County","Males",-0.58,-1.83,0.58,-1.75,-3.04,-0.39
"Arkansas","Poinsett County","Females",-0.33,-2.01,1.19,-1.24,-2.98,0.63
"Arkansas","Poinsett County","Both",-0.46,-1.92,0.84,-1.51,-3.01,0
"Arkansas","Polk County","Males",-0.52,-1.69,0.71,-1.61,-3.04,-0.25
"Arkansas","Polk County","Females",0.28,-1.32,1.98,-0.47,-2.39,1.39
"Arkansas","Polk County","Both",-0.14,-1.49,1.31,-1.06,-2.68,0.46
"Arkansas","Pope County","Males",-0.73,-2,0.47,-1.65,-3.01,-0.23
"Arkansas","Pope County","Females",-0.91,-2.53,0.54,-1.57,-3.25,0.24
"Arkansas","Pope County","Both",-0.81,-2.25,0.52,-1.61,-3.1,-0.04
"Arkansas","Prairie County","Males",-0.38,-1.69,0.9,-1.02,-2.54,0.39
"Arkansas","Prairie County","Females",-0.13,-1.97,1.75,-0.71,-2.83,1.32
"Arkansas","Prairie County","Both",-0.27,-1.82,1.28,-0.88,-2.7,0.78
"Arkansas","Pulaski County","Males",-0.93,-1.83,0.03,-2.76,-3.89,-1.59
"Arkansas","Pulaski County","Females",-0.92,-1.87,0.11,-2.59,-3.85,-1.28
"Arkansas","Pulaski County","Both",-0.93,-1.83,0.07,-2.68,-3.86,-1.46
"Arkansas","Randolph County","Males",-0.51,-1.77,0.79,-1.63,-2.95,-0.22
"Arkansas","Randolph County","Females",-0.56,-2.27,1.21,-1.01,-2.76,0.95
"Arkansas","Randolph County","Both",-0.53,-2,1,-1.34,-2.86,0.34
"Arkansas","St. Francis County","Males",-0.12,-1.33,1.05,-1.22,-2.7,0.1
"Arkansas","St. Francis County","Females",-0.45,-2.27,1.24,-1.57,-3.56,0.35
"Arkansas","St. Francis County","Both",-0.26,-1.71,1.12,-1.37,-3.04,0.23
"Arkansas","Saline County","Males",-1.02,-2.14,0.11,-1.78,-3.16,-0.47
"Arkansas","Saline County","Females",-0.52,-1.88,0.87,-1.72,-3.45,-0.11
"Arkansas","Saline County","Both",-0.78,-2.02,0.46,-1.75,-3.29,-0.32
"Arkansas","Scott County","Males",-0.77,-2.06,0.48,-1.73,-3.14,-0.41
"Arkansas","Scott County","Females",-0.07,-1.88,1.61,-0.82,-2.7,1.08
"Arkansas","Scott County","Both",-0.43,-1.96,1,-1.29,-2.91,0.25
"Arkansas","Searcy County","Males",0,-1.28,1.24,-0.87,-2.3,0.5
"Arkansas","Searcy County","Females",-0.63,-2.44,1.13,-1.66,-3.67,0.3
"Arkansas","Searcy County","Both",-0.3,-1.82,1.19,-1.25,-2.93,0.35
"Arkansas","Sebastian County","Males",-0.71,-1.78,0.44,-1.71,-2.97,-0.41
"Arkansas","Sebastian County","Females",0.25,-1.04,1.67,-0.44,-2.03,1.26
"Arkansas","Sebastian County","Both",-0.25,-1.42,1.01,-1.11,-2.5,0.33
"Arkansas","Sevier County","Males",-0.68,-1.9,0.57,-1.95,-3.36,-0.55
"Arkansas","Sevier County","Females",-0.9,-2.63,0.8,-1.87,-3.81,0.15
"Arkansas","Sevier County","Both",-0.78,-2.24,0.67,-1.91,-3.57,-0.24
"Arkansas","Sharp County","Males",-0.53,-1.72,0.67,-1.51,-2.92,-0.2
"Arkansas","Sharp County","Females",-0.3,-1.92,1.34,-1.19,-2.99,0.65
"Arkansas","Sharp County","Both",-0.42,-1.83,0.98,-1.35,-2.96,0.2
"Arkansas","Stone County","Males",-0.69,-1.98,0.58,-1.77,-3.25,-0.36
"Arkansas","Stone County","Females",-0.06,-1.81,1.75,-0.98,-2.94,1.06
"Arkansas","Stone County","Both",-0.39,-1.92,1.11,-1.39,-3.08,0.25
"Arkansas","Union County","Males",-0.6,-1.87,0.56,-1.22,-2.66,0.13
"Arkansas","Union County","Females",-0.06,-1.76,1.49,-0.48,-2.37,1.48
"Arkansas","Union County","Both",-0.35,-1.81,1.01,-0.88,-2.52,0.72
"Arkansas","Van Buren County","Males",-0.22,-1.46,1.1,-1.26,-2.63,0.03
"Arkansas","Van Buren County","Females",0,-1.71,1.83,-0.78,-2.73,1.07
"Arkansas","Van Buren County","Both",-0.11,-1.57,1.45,-1.03,-2.7,0.49
"Arkansas","Washington County","Males",-2.11,-3.25,-1.04,-3.22,-4.4,-1.85
"Arkansas","Washington County","Females",-0.46,-1.76,0.81,-1.47,-3.02,0.23
"Arkansas","Washington County","Both",-1.32,-2.57,-0.17,-2.39,-3.72,-0.94
"Arkansas","White County","Males",-0.43,-1.63,0.83,-1.19,-2.61,0.17
"Arkansas","White County","Females",-0.01,-1.6,1.69,-1.05,-2.83,0.73
"Arkansas","White County","Both",-0.23,-1.61,1.22,-1.12,-2.67,0.43
"Arkansas","Woodruff County","Males",-0.17,-1.38,1.04,-1.07,-2.51,0.35
"Arkansas","Woodruff County","Females",0.22,-1.62,2,-1.02,-3.08,0.95
"Arkansas","Woodruff County","Both",0.01,-1.47,1.46,-1.05,-2.77,0.56
"Arkansas","Yell County","Males",-0.69,-1.93,0.57,-1.63,-3.03,-0.22
"Arkansas","Yell County","Females",-1.02,-2.7,0.67,-1.8,-3.61,0.16
"Arkansas","Yell County","Both",-0.84,-2.3,0.62,-1.71,-3.3,-0.12
"California","","Males",-1.86,-2.24,-1.44,-2.69,-3.11,-2.24
"California","","Females",-2.35,-2.79,-1.86,-2.9,-3.41,-2.39
"California","","Both",-2.07,-2.47,-1.63,-2.78,-3.23,-2.31
"California","Alameda County","Males",-2.52,-3.69,-1.26,-3.29,-4.75,-1.91
"California","Alameda County","Females",-3.15,-4.59,-1.61,-3,-4.87,-1.15
"California","Alameda County","Both",-2.79,-4.04,-1.44,-3.17,-4.77,-1.62
"California","Alpine County","Males",-0.61,-2.14,0.89,-1.69,-3.3,0.01
"California","Alpine County","Females",-1.96,-4.13,0.22,-2.93,-5.23,-0.4
"California","Alpine County","Both",-1.22,-3.05,0.59,-2.25,-4.16,-0.15
"California","Amador County","Males",-0.14,-1.59,1.08,-0.83,-2.38,0.61
"California","Amador County","Females",-0.63,-2.68,1.11,-1.11,-3.3,0.9
"California","Amador County","Both",-0.36,-2.1,1.08,-0.96,-2.81,0.75
"California","Butte County","Males",-1.12,-2.42,0.18,-1.94,-3.62,-0.47
"California","Butte County","Females",-0.55,-2.17,1.17,-1,-3.08,0.86
"California","Butte County","Both",-0.84,-2.27,0.67,-1.48,-3.3,0.14
"California","Calaveras County","Males",-0.96,-2.34,0.47,-1.88,-3.31,-0.27
"California","Calaveras County","Females",-1.19,-3.09,0.81,-1.61,-3.62,0.68
"California","Calaveras County","Both",-1.07,-2.7,0.64,-1.75,-3.44,0.17
"California","Colusa County","Males",-1.27,-2.73,0.19,-2.52,-4.1,-0.79
"California","Colusa County","Females",-2.11,-4.12,-0.03,-2.23,-4.46,0.16
"California","Colusa County","Both",-1.64,-3.32,0.05,-2.39,-4.28,-0.34
"California","Contra Costa County","Males",-2.18,-3.44,-1.01,-2.89,-4.4,-1.4
"California","Contra Costa County","Females",-2.33,-3.88,-0.88,-2.84,-4.71,-0.98
"California","Contra Costa County","Both",-2.24,-3.62,-0.93,-2.87,-4.48,-1.22
"California","Del Norte County","Males",0.08,-1.16,1.42,-0.81,-2.37,0.56
"California","Del Norte County","Females",-0.92,-2.67,1.14,-1.66,-3.69,0.3
"California","Del Norte County","Both",-0.39,-1.87,1.32,-1.22,-2.97,0.42
"California","El Dorado County","Males",-1.08,-2.47,0.3,-1.97,-3.61,-0.44
"California","El Dorado County","Females",-1.52,-3.45,0.35,-2.24,-4.31,-0.04
"California","El Dorado County","Both",-1.29,-2.91,0.31,-2.1,-3.86,-0.21
"California","Fresno County","Males",-1.32,-2.49,-0.14,-2.09,-3.58,-0.65
"California","Fresno County","Females",-1.31,-2.91,0.34,-1.54,-3.52,0.38
"California","Fresno County","Both",-1.31,-2.66,0.03,-1.88,-3.56,-0.31
"California","Glenn County","Males",-0.96,-2.48,0.26,-2.17,-3.72,-0.72
"California","Glenn County","Females",-1.64,-3.75,0.2,-2.01,-4.23,0.04
"California","Glenn County","Both",-1.26,-3.05,0.22,-2.09,-3.91,-0.41
"California","Humboldt County","Males",-0.56,-1.88,0.65,-1.52,-3.04,-0.13
"California","Humboldt County","Females",-0.44,-2.21,1.18,-1.37,-3.47,0.5
"California","Humboldt County","Both",-0.5,-2.03,0.91,-1.45,-3.2,0.1
"California","Imperial County","Males",-1.02,-2.71,0.47,-2.4,-4.15,-0.74
"California","Imperial County","Females",-2.67,-4.93,-0.54,-2.78,-5.37,-0.5
"California","Imperial County","Both",-1.68,-3.58,0.06,-2.55,-4.6,-0.68
"California","Inyo County","Males",-1.74,-3.24,-0.37,-2.44,-4.02,-0.79
"California","Inyo County","Females",-1.54,-3.54,0.44,-2.47,-4.65,-0.29
"California","Inyo County","Both",-1.65,-3.37,0,-2.46,-4.28,-0.57
"California","Kern County","Males",-1.85,-3.01,-0.58,-2.57,-4,-1.16
"California","Kern County","Females",-3.01,-4.45,-1.35,-3.46,-5.25,-1.64
"California","Kern County","Both",-2.36,-3.64,-0.9,-2.96,-4.55,-1.38
"California","Kings County","Males",-1.06,-2.44,0.35,-1.95,-3.55,-0.36
"California","Kings County","Females",-2.48,-4.55,-0.33,-2.52,-4.78,-0.14
"California","Kings County","Both",-1.62,-3.28,0.08,-2.18,-4.09,-0.23
"California","Lake County","Males",-0.7,-2.08,0.59,-1.88,-3.37,-0.4
"California","Lake County","Females",-1.62,-3.38,0.18,-2.19,-4.14,-0.14
"California","Lake County","Both",-1.14,-2.69,0.42,-2.03,-3.71,-0.31
"California","Lassen County","Males",0.09,-1.23,1.41,-1.22,-2.83,0.23
"California","Lassen County","Females",-1.24,-3.07,0.66,-1.64,-3.76,0.49
"California","Lassen County","Both",-0.53,-2.08,1.04,-1.42,-3.32,0.33
"California","Los Angeles County","Males",-1.75,-2.55,-0.9,-2.66,-3.63,-1.63
"California","Los Angeles County","Females",-2.7,-3.63,-1.67,-3.2,-4.4,-1.9
"California","Los Angeles County","Both",-2.11,-2.95,-1.19,-2.87,-3.91,-1.75
"California","Madera County","Males",-1.12,-2.44,0.25,-1.75,-3.21,-0.27
"California","Madera County","Females",-1.84,-3.73,0.17,-2.15,-4.2,0.1
"California","Madera County","Both",-1.43,-2.97,0.2,-1.92,-3.62,-0.1
"California","Marin County","Males",-2.3,-3.72,-0.77,-3.18,-4.88,-1.5
"California","Marin County","Females",-2.56,-4.49,-0.5,-3.03,-5.36,-0.66
"California","Marin County","Both",-2.41,-4.05,-0.65,-3.12,-5.13,-1.17
"California","Mariposa County","Males",-1.14,-2.52,0.31,-1.76,-3.38,-0.12
"California","Mariposa County","Females",-0.91,-2.93,1.13,-1.28,-3.55,1.1
"California","Mariposa County","Both",-1.04,-2.69,0.67,-1.55,-3.45,0.37
"California","Mendocino County","Males",-0.67,-1.92,0.65,-1.78,-3.33,-0.29
"California","Mendocino County","Females",-0.55,-2.28,1.32,-1.28,-3.25,0.75
"California","Mendocino County","Both",-0.62,-2.08,0.96,-1.55,-3.27,0.11
